Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order_id,Customer_id,Product_id,Shipment_id
Second Class,Corporate,United States,Vancouver,Washington,98661,West,Technology,Phones,302.376,3,0.2,22.6782,288793e6-fd0a-4df6-8547-e89df0f904ce,46479bc1-ae50-4d0f-b938-9c8ddf2ffc05,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,d0c3afb3-f744-43bf-8e6e-26f33ae7ea95
Second Class,Corporate,United States,Vancouver,Washington,98661,West,Technology,Accessories,316.0,4,0.0,31.6,288793e6-fd0a-4df6-8547-e89df0f904ce,46479bc1-ae50-4d0f-b938-9c8ddf2ffc05,b5a6b04c-7073-437e-b60c-f9df408ee69b,d0c3afb3-f744-43bf-8e6e-26f33ae7ea95
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,379.4,10,0.0,178.318,5cc7576a-d45c-4804-8638-9db9f84be245,f85e8268-0a15-47e8-bb7f-b6728418a2d4,efe32969-3c1a-4c37-a0ae-35295a30cbb7,25b5381e-f9c7-41a9-81d0-fc377803de3d
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,97.82,2,0.0,45.9754,449624f4-4e97-4c0c-871e-e33068007fee,140a0c9e-0d75-4c0e-bef9-33451af48595,efe32969-3c1a-4c37-a0ae-35295a30cbb7,2a3d741e-78bb-4720-bfbc-5b000163d62e
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,103.12,8,0.0,10.312,449624f4-4e97-4c0c-871e-e33068007fee,140a0c9e-0d75-4c0e-bef9-33451af48595,b5a6b04c-7073-437e-b60c-f9df408ee69b,2a3d741e-78bb-4720-bfbc-5b000163d62e
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,113.552,2,0.2,8.5164,ce39f56d-31a8-439b-a09f-deccce20a9c8,a2bd0748-941d-4884-8880-07176702e469,1dca2f11-e5d6-478f-ada8-1bf610f3bcb4,e0f07d04-1c8b-41ae-937f-6fb7c374bb73
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,3.318,2,0.7,-2.6544,ce39f56d-31a8-439b-a09f-deccce20a9c8,a2bd0748-941d-4884-8880-07176702e469,c1973895-6814-4ddb-bc02-1d14f62e52f9,e0f07d04-1c8b-41ae-937f-6fb7c374bb73
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,134.288,2,0.2,45.3222,ce39f56d-31a8-439b-a09f-deccce20a9c8,a2bd0748-941d-4884-8880-07176702e469,3f7bebe9-c6dd-4d66-8a1e-204d4cef5663,e0f07d04-1c8b-41ae-937f-6fb7c374bb73
Same Day,Home Office,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,701.372,2,0.3,-50.098,dfb2e6e8-4669-4087-9067-533e03f87a7e,a7889b85-543d-4ea0-89de-c0d3135727d6,c1501176-6208-4087-9c61-6d1d04993c21,3d247fc2-ffa7-4f38-be0f-39fee27eca9f
Same Day,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,2.308,2,0.8,-3.462,dfb2e6e8-4669-4087-9067-533e03f87a7e,a7889b85-543d-4ea0-89de-c0d3135727d6,c1973895-6814-4ddb-bc02-1d14f62e52f9,3d247fc2-ffa7-4f38-be0f-39fee27eca9f
Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,999.432,7,0.2,124.929,33618398-01a3-4655-8086-cf76a7389250,06587519-1faf-4496-b18b-dad4ee37d55b,b1035e3a-d289-47fd-997c-678681c45782,968a658f-2e30-48d1-b33b-8402ea941e6c
Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,724.08,14,0.2,-135.765,33618398-01a3-4655-8086-cf76a7389250,06587519-1faf-4496-b18b-dad4ee37d55b,b1035e3a-d289-47fd-997c-678681c45782,968a658f-2e30-48d1-b33b-8402ea941e6c
Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Furniture,Tables,918.785,5,0.3,-118.1295,33618398-01a3-4655-8086-cf76a7389250,06587519-1faf-4496-b18b-dad4ee37d55b,5116f1a6-0127-4865-9bac-29823fab25ea,968a658f-2e30-48d1-b33b-8402ea941e6c
Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Binders,2.724,3,0.8,-4.2222,33618398-01a3-4655-8086-cf76a7389250,06587519-1faf-4496-b18b-dad4ee37d55b,c1973895-6814-4ddb-bc02-1d14f62e52f9,968a658f-2e30-48d1-b33b-8402ea941e6c
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,459.95,5,0.0,18.398,8cb60a93-1c25-4ac2-b67a-ebe295f7afb6,d3ebb28f-10be-4e4a-9d4f-ce941db4be8e,b1035e3a-d289-47fd-997c-678681c45782,dc31f068-0584-435d-a353-104adf626a9b
Same Day,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Fasteners,10.74,3,0.0,5.2626,3c749e0e-1245-47e6-bb97-73bf92a17176,aa60e015-e9cc-4992-8551-2dc93349e9cb,8f2e9688-9435-48ae-97ee-c405b0e9df05,8f6ed526-add9-4f35-8151-274ae3ea6a3e
Second Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Supplies,23.76,3,0.2,2.079,8f436002-495d-4710-97bf-3124ad6a0eaa,a7210dfb-ceef-4b1d-ab3a-5fde6c440449,5d822846-ccd8-4f69-9981-0af311c352c6,a57b1494-204f-4e1f-b1b7-68426aa5ee5f
Second Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,85.056,3,0.2,28.7064,8f436002-495d-4710-97bf-3124ad6a0eaa,a7210dfb-ceef-4b1d-ab3a-5fde6c440449,efe32969-3c1a-4c37-a0ae-35295a30cbb7,a57b1494-204f-4e1f-b1b7-68426aa5ee5f
Second Class,Corporate,United States,Dallas,Texas,75081,Central,Technology,Phones,381.576,3,0.2,28.6182,8f436002-495d-4710-97bf-3124ad6a0eaa,a7210dfb-ceef-4b1d-ab3a-5fde6c440449,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,a57b1494-204f-4e1f-b1b7-68426aa5ee5f
First Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,30.36,5,0.2,8.7285,11a8d045-e811-4a9c-81cf-9411a855c7b4,2d3a992a-943b-4043-bff2-22d8471857cb,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,2eccb4d5-e5e1-4cbb-8a3c-8e53bdbfc833
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,23.976,3,0.6,-14.3856,38383b4d-9fd3-428e-bda2-fee19fd7a5b9,fe14208e-475b-4a57-a7b2-c9b2d4e48d76,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,2c0cadc6-3288-4052-88c3-06c7b43a2931
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Tables,108.925,1,0.5,-71.8905,38383b4d-9fd3-428e-bda2-fee19fd7a5b9,fe14208e-475b-4a57-a7b2-c9b2d4e48d76,5116f1a6-0127-4865-9bac-29823fab25ea,2c0cadc6-3288-4052-88c3-06c7b43a2931
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,36.352,8,0.2,11.36,38383b4d-9fd3-428e-bda2-fee19fd7a5b9,fe14208e-475b-4a57-a7b2-c9b2d4e48d76,efe32969-3c1a-4c37-a0ae-35295a30cbb7,2c0cadc6-3288-4052-88c3-06c7b43a2931
Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Art,19.56,5,0.2,1.7115,57e6f4a4-d0fb-467f-afda-fbc91e68a9e0,58c14f43-6546-46ba-8998-acdf897bd106,e1e2ad17-6d85-425e-874e-dc4ccc3118ff,4246203a-914e-43d9-870a-dd8381be7a25
First Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Appliances,61.44,3,0.0,16.5888,95d297ff-841c-4a54-95c8-3a165f97e529,8ac3c4f0-efd9-4aab-b320-a1a42179c7da,1dca2f11-e5d6-478f-ada8-1bf610f3bcb4,cab8ebe9-7020-4781-b054-1bd8685ec4d8
First Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,38.9,5,0.0,17.505,95d297ff-841c-4a54-95c8-3a165f97e529,8ac3c4f0-efd9-4aab-b320-a1a42179c7da,efe32969-3c1a-4c37-a0ae-35295a30cbb7,cab8ebe9-7020-4781-b054-1bd8685ec4d8
First Class,Consumer,United States,Columbus,Indiana,47201,Central,Technology,Accessories,99.39,3,0.0,40.7499,95d297ff-841c-4a54-95c8-3a165f97e529,8ac3c4f0-efd9-4aab-b320-a1a42179c7da,b5a6b04c-7073-437e-b60c-f9df408ee69b,cab8ebe9-7020-4781-b054-1bd8685ec4d8
Standard Class,Consumer,United States,Tyler,Texas,75701,Central,Office Supplies,Appliances,2.688,3,0.8,-7.392,2d85d5d0-0ab3-4532-b9cc-71d936eddf6b,17d47ded-f0dd-4853-bf12-45a91c46d892,1dca2f11-e5d6-478f-ada8-1bf610f3bcb4,4be715c5-f580-47bc-93e7-4453dcfe0b04
Standard Class,Consumer,United States,Tyler,Texas,75701,Central,Technology,Accessories,27.816,3,0.2,4.5201,2d85d5d0-0ab3-4532-b9cc-71d936eddf6b,17d47ded-f0dd-4853-bf12-45a91c46d892,b5a6b04c-7073-437e-b60c-f9df408ee69b,4be715c5-f580-47bc-93e7-4453dcfe0b04
Standard Class,Consumer,United States,Tyler,Texas,75701,Central,Furniture,Furnishings,82.524,3,0.6,-41.262,2d85d5d0-0ab3-4532-b9cc-71d936eddf6b,17d47ded-f0dd-4853-bf12-45a91c46d892,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,4be715c5-f580-47bc-93e7-4453dcfe0b04
Standard Class,Consumer,United States,Tyler,Texas,75701,Central,Office Supplies,Binders,182.994,3,0.8,-320.2395,2d85d5d0-0ab3-4532-b9cc-71d936eddf6b,17d47ded-f0dd-4853-bf12-45a91c46d892,c1973895-6814-4ddb-bc02-1d14f62e52f9,4be715c5-f580-47bc-93e7-4453dcfe0b04
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,14.352,3,0.2,4.6644,5cc7576a-d45c-4804-8638-9db9f84be245,65140c29-76dd-401c-ac46-e7bde060d224,c1973895-6814-4ddb-bc02-1d14f62e52f9,0bda5635-a9a9-4e81-b043-e21caac0acd9
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,64.96,2,0.0,2.5984,5cc7576a-d45c-4804-8638-9db9f84be245,65140c29-76dd-401c-ac46-e7bde060d224,b1035e3a-d289-47fd-997c-678681c45782,0bda5635-a9a9-4e81-b043-e21caac0acd9
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,68.6,4,0.0,18.522,5cc7576a-d45c-4804-8638-9db9f84be245,65140c29-76dd-401c-ac46-e7bde060d224,b1035e3a-d289-47fd-997c-678681c45782,0bda5635-a9a9-4e81-b043-e21caac0acd9
Same Day,Corporate,United States,Burlington,North Carolina,27217,South,Technology,Machines,7999.98,4,0.5,-3839.9904,c34ef403-ec8b-4266-9550-6de44c4ca89e,42fb3835-1bcd-4743-a04c-52835d6cc71c,c4f8624f-f0bd-4cb6-8fb0-f91d78fdecd0,29af0fad-98a6-429c-8f3a-f0ff4d9d9b84
Same Day,Corporate,United States,Burlington,North Carolina,27217,South,Office Supplies,Appliances,167.44,2,0.2,14.651,c34ef403-ec8b-4266-9550-6de44c4ca89e,42fb3835-1bcd-4743-a04c-52835d6cc71c,1dca2f11-e5d6-478f-ada8-1bf610f3bcb4,29af0fad-98a6-429c-8f3a-f0ff4d9d9b84
First Class,Consumer,United States,Jackson,Mississippi,39212,South,Technology,Accessories,479.97,3,0.0,163.1898,a4b17687-9873-4531-855e-d563ae140be1,6e24d6a0-3f96-46e8-8d1d-8a5d76350abf,b5a6b04c-7073-437e-b60c-f9df408ee69b,40e00b58-7f16-49ae-bad1-a6a6b29e8fe0
First Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Labels,14.62,2,0.0,6.8714,a4b17687-9873-4531-855e-d563ae140be1,6e24d6a0-3f96-46e8-8d1d-8a5d76350abf,396079af-2d9a-4a5c-a4b9-c518258c4e5a,40e00b58-7f16-49ae-bad1-a6a6b29e8fe0
First Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,19.44,3,0.0,9.3312,a4b17687-9873-4531-855e-d563ae140be1,6e24d6a0-3f96-46e8-8d1d-8a5d76350abf,efe32969-3c1a-4c37-a0ae-35295a30cbb7,40e00b58-7f16-49ae-bad1-a6a6b29e8fe0
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,191.984,2,0.2,4.7996,449624f4-4e97-4c0c-871e-e33068007fee,23e0e27a-d2a7-41f9-ba8e-86e9ebbb3f77,1a643d48-a302-4f67-baea-ea47160533b7,f78decb3-185e-44f3-a53c-f35b4d768f37
Second Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,104.01,1,0.0,14.5614,1a551df1-7258-42ef-9c18-96dd4344a7f2,f42cb639-78a2-4cd8-b7a2-632d48f4a1f3,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,238cc83e-9865-4609-a994-d4bfd61fc6ab
Second Class,Consumer,United States,Waynesboro,Virginia,22980,South,Technology,Phones,284.82,1,0.0,74.0532,1a551df1-7258-42ef-9c18-96dd4344a7f2,f42cb639-78a2-4cd8-b7a2-632d48f4a1f3,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,238cc83e-9865-4609-a994-d4bfd61fc6ab
Second Class,Consumer,United States,Waynesboro,Virginia,22980,South,Office Supplies,Storage,36.84,3,0.0,10.3152,1a551df1-7258-42ef-9c18-96dd4344a7f2,f42cb639-78a2-4cd8-b7a2-632d48f4a1f3,b1035e3a-d289-47fd-997c-678681c45782,238cc83e-9865-4609-a994-d4bfd61fc6ab
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Technology,Accessories,166.24,1,0.0,24.936,6bcd80da-a1fb-4ff7-852a-7ef5d4f27fb7,cc0c9c9a-6ce6-4de6-9760-0d6ff8686d73,b5a6b04c-7073-437e-b60c-f9df408ee69b,fa111922-07a5-46c8-ba75-71bb04c9e562
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,33.4,5,0.0,16.032,6bcd80da-a1fb-4ff7-852a-7ef5d4f27fb7,cc0c9c9a-6ce6-4de6-9760-0d6ff8686d73,efe32969-3c1a-4c37-a0ae-35295a30cbb7,fa111922-07a5-46c8-ba75-71bb04c9e562
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Art,198.272,8,0.2,17.3488,9bacc29c-cc01-4eb6-a73a-7aebaec22531,4ac5c7e4-eb1d-430a-87be-0de0b57faa7c,e1e2ad17-6d85-425e-874e-dc4ccc3118ff,78eaa998-2715-4f08-836e-c03bb9ea7b02
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Labels,47.36,4,0.2,17.76,9bacc29c-cc01-4eb6-a73a-7aebaec22531,4ac5c7e4-eb1d-430a-87be-0de0b57faa7c,396079af-2d9a-4a5c-a4b9-c518258c4e5a,78eaa998-2715-4f08-836e-c03bb9ea7b02
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Envelopes,200.984,7,0.2,62.8075,9bacc29c-cc01-4eb6-a73a-7aebaec22531,4ac5c7e4-eb1d-430a-87be-0de0b57faa7c,3f7bebe9-c6dd-4d66-8a1e-204d4cef5663,78eaa998-2715-4f08-836e-c03bb9ea7b02
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Labels,97.696,4,0.2,31.7512,9bacc29c-cc01-4eb6-a73a-7aebaec22531,4ac5c7e4-eb1d-430a-87be-0de0b57faa7c,396079af-2d9a-4a5c-a4b9-c518258c4e5a,78eaa998-2715-4f08-836e-c03bb9ea7b02
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Art,2.696,1,0.2,0.8088,9bacc29c-cc01-4eb6-a73a-7aebaec22531,4ac5c7e4-eb1d-430a-87be-0de0b57faa7c,e1e2ad17-6d85-425e-874e-dc4ccc3118ff,78eaa998-2715-4f08-836e-c03bb9ea7b02
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Binders,18.588,2,0.7,-13.6312,9bacc29c-cc01-4eb6-a73a-7aebaec22531,4ac5c7e4-eb1d-430a-87be-0de0b57faa7c,c1973895-6814-4ddb-bc02-1d14f62e52f9,78eaa998-2715-4f08-836e-c03bb9ea7b02
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Binders,4.896,3,0.7,-3.4272,9bacc29c-cc01-4eb6-a73a-7aebaec22531,4ac5c7e4-eb1d-430a-87be-0de0b57faa7c,c1973895-6814-4ddb-bc02-1d14f62e52f9,78eaa998-2715-4f08-836e-c03bb9ea7b02
Standard Class,Corporate,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,15.072,3,0.2,4.1448,11a8d045-e811-4a9c-81cf-9411a855c7b4,469177d3-e4dd-409c-9a2a-714fb7c151b6,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,c1c91d63-fe44-45fe-8650-6177418ac9d7
Second Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Furnishings,209.88,3,0.0,35.6796,68f1cef5-8d92-4723-ad3e-8257dcc724f5,a6f06917-6353-4fc4-9d45-2a86dda4e6b5,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,9d5523ab-97ab-4107-a7af-d90be5482e00
Standard Class,Consumer,United States,Long Beach,California,90805,West,Furniture,Tables,369.912,3,0.2,-13.8717,5e0d1b4c-513d-4c5b-a08d-9469dc1f245d,1e768c58-fca9-4178-b0fb-bc67d0fb93c2,5116f1a6-0127-4865-9bac-29823fab25ea,28b96bc5-ab8f-4e06-82fc-3617befdb5f3
Standard Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Paper,10.368,2,0.2,3.6288,34e72ed4-c005-451a-b1e7-b7098658a038,40ff6427-8de6-44ae-b60d-70702a0620be,efe32969-3c1a-4c37-a0ae-35295a30cbb7,1c71dd1c-3e02-4a1d-8607-7b87495b0894
Standard Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Appliances,166.84,5,0.2,18.7695,34e72ed4-c005-451a-b1e7-b7098658a038,40ff6427-8de6-44ae-b60d-70702a0620be,1dca2f11-e5d6-478f-ada8-1bf610f3bcb4,1c71dd1c-3e02-4a1d-8607-7b87495b0894
Standard Class,Corporate,United States,Cary,North Carolina,27511,South,Technology,Accessories,15.216,1,0.2,2.2824,34e72ed4-c005-451a-b1e7-b7098658a038,40ff6427-8de6-44ae-b60d-70702a0620be,b5a6b04c-7073-437e-b60c-f9df408ee69b,1c71dd1c-3e02-4a1d-8607-7b87495b0894
First Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,119.96,4,0.0,52.7824,449624f4-4e97-4c0c-871e-e33068007fee,23e0e27a-d2a7-41f9-ba8e-86e9ebbb3f77,b5a6b04c-7073-437e-b60c-f9df408ee69b,a472a84f-1c32-4a34-b6a6-263ac6101569
First Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,883.92,5,0.2,-110.49,449624f4-4e97-4c0c-871e-e33068007fee,23e0e27a-d2a7-41f9-ba8e-86e9ebbb3f77,1a643d48-a302-4f67-baea-ea47160533b7,a472a84f-1c32-4a34-b6a6-263ac6101569
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,46.72,8,0.2,15.768,449624f4-4e97-4c0c-871e-e33068007fee,23e0e27a-d2a7-41f9-ba8e-86e9ebbb3f77,c1973895-6814-4ddb-bc02-1d14f62e52f9,a472a84f-1c32-4a34-b6a6-263ac6101569
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,55.48,1,0.0,26.6304,449624f4-4e97-4c0c-871e-e33068007fee,6df3efb7-8045-45bd-b693-8dfd5dae755b,efe32969-3c1a-4c37-a0ae-35295a30cbb7,b81df691-ec8e-4860-974a-1ef76260cc6b
Standard Class,Consumer,United States,Palm Coast,Florida,32137,South,Office Supplies,Envelopes,24.448,4,0.2,8.8624,43162f3b-4920-4cf4-bcbe-5e1864696c13,4ba4d0a7-0b15-4bdb-90f0-0a902c2739dd,3f7bebe9-c6dd-4d66-8a1e-204d4cef5663,58df3849-16ec-4a18-9b51-25e14e815f3b
Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Office Supplies,Appliances,281.34,6,0.0,109.7226,e569cae9-0eae-4c73-ba8d-4c8c8c18d6d0,9f8b3d97-1fba-4cb9-89ac-ee866558bf82,1dca2f11-e5d6-478f-ada8-1bf610f3bcb4,b79b44ea-e054-45b5-8eb8-2d828fbc533a
Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Technology,Phones,307.98,2,0.0,89.3142,e569cae9-0eae-4c73-ba8d-4c8c8c18d6d0,9f8b3d97-1fba-4cb9-89ac-ee866558bf82,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,b79b44ea-e054-45b5-8eb8-2d828fbc533a
Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Technology,Accessories,299.97,3,0.0,113.9886,e569cae9-0eae-4c73-ba8d-4c8c8c18d6d0,9f8b3d97-1fba-4cb9-89ac-ee866558bf82,b5a6b04c-7073-437e-b60c-f9df408ee69b,b79b44ea-e054-45b5-8eb8-2d828fbc533a
Second Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,19.92,5,0.2,6.972,6fad1659-3d70-4406-b414-0bd1ea4a7281,df9f9292-0fac-4a39-b075-5330a09a1f94,c1973895-6814-4ddb-bc02-1d14f62e52f9,e7ff5fd9-20d1-442c-975b-ee2dadb239ec
First Class,Consumer,United States,Dover,Delaware,19901,East,Furniture,Furnishings,9.94,2,0.0,3.0814,d173bc74-3b53-499c-846f-454a48771e6d,65b191e9-b0ac-4852-9db0-0fe1661b76e9,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,f283cc3b-fd55-4386-af2e-7657d1c73d52
Standard Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Furnishings,103.056,3,0.2,24.4758,55674d1c-16c7-4edf-9f24-529a934c21db,b016a15f-b596-4e47-a61f-1d101cc1fbe8,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,af1e94f8-e083-4c58-a7d7-ae685c192db9
Standard Class,Home Office,United States,Orem,Utah,84057,West,Office Supplies,Binders,59.808,3,0.2,19.4376,8e6607ee-33d0-43af-a8c1-3081f7d7a5c9,e3fb6f73-5434-4e84-9d42-ce56b0b8d444,c1973895-6814-4ddb-bc02-1d14f62e52f9,7bd172af-37db-4514-95ab-a33163ad9e08
Standard Class,Home Office,United States,Orem,Utah,84057,West,Furniture,Furnishings,73.32,6,0.0,21.996,8e6607ee-33d0-43af-a8c1-3081f7d7a5c9,e3fb6f73-5434-4e84-9d42-ce56b0b8d444,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,7bd172af-37db-4514-95ab-a33163ad9e08
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Paper,146.82,3,0.0,73.41,6265c42f-0dbf-46ae-8060-d077be442861,b7cbe671-f976-4c80-9723-01f85f6b195a,efe32969-3c1a-4c37-a0ae-35295a30cbb7,be6c1ac4-c466-495b-bc50-013434c368a6
Standard Class,Corporate,United States,Detroit,Michigan,48205,Central,Furniture,Tables,1652.94,3,0.0,231.4116,5a4a4143-d8eb-4987-a1d3-44475658f4c7,363a5b07-e5a7-4054-9eeb-132e73c9864b,5116f1a6-0127-4865-9bac-29823fab25ea,bd798470-7431-4c66-b6f8-fe65aff0f0ee
Standard Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Storage,296.37,3,0.0,80.0199,5a4a4143-d8eb-4987-a1d3-44475658f4c7,363a5b07-e5a7-4054-9eeb-132e73c9864b,b1035e3a-d289-47fd-997c-678681c45782,bd798470-7431-4c66-b6f8-fe65aff0f0ee
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,129.92,5,0.2,21.112,4a1d603b-1abd-4165-bc4b-3480674d3f17,ca62196e-2eb6-4b3b-9da8-fe8004423e6f,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,a3fa2ada-5534-4c23-bb43-237846765645
Standard Class,Corporate,United States,Hialeah,Florida,33012,South,Office Supplies,Supplies,45.584,7,0.2,5.1282,ce605a45-d73c-430d-bab0-a0c3b4a05b5b,21779ea3-54dd-42d8-9dcc-6079a4df2aae,5d822846-ccd8-4f69-9981-0af311c352c6,1aab943b-7314-4a70-882c-7540db2d1e4e
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Envelopes,17.568,2,0.2,6.3684,15afd9cf-abda-4212-a9d5-e9cfdad72466,ade26a71-f60a-4444-a58b-debf03138cd4,3f7bebe9-c6dd-4d66-8a1e-204d4cef5663,3916237a-4b63-4004-86bb-0c01ce96236c
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Phones,55.992,1,0.2,5.5992,15afd9cf-abda-4212-a9d5-e9cfdad72466,ade26a71-f60a-4444-a58b-debf03138cd4,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,3916237a-4b63-4004-86bb-0c01ce96236c
First Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Paper,182.72,8,0.0,84.0512,081bb88c-d345-4165-8aa2-f0fe3d20f55a,aac7cb7f-9d6f-41a4-9954-f5daeab954a9,efe32969-3c1a-4c37-a0ae-35295a30cbb7,f35df9b0-acfc-49d2-942c-65be9e96fa33
First Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Tables,400.032,2,0.4,-153.3456,081bb88c-d345-4165-8aa2-f0fe3d20f55a,aac7cb7f-9d6f-41a4-9954-f5daeab954a9,5116f1a6-0127-4865-9bac-29823fab25ea,f35df9b0-acfc-49d2-942c-65be9e96fa33
First Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Storage,33.63,3,0.0,10.089,081bb88c-d345-4165-8aa2-f0fe3d20f55a,aac7cb7f-9d6f-41a4-9954-f5daeab954a9,b1035e3a-d289-47fd-997c-678681c45782,f35df9b0-acfc-49d2-942c-65be9e96fa33
First Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Chairs,542.646,3,0.1,102.4998,081bb88c-d345-4165-8aa2-f0fe3d20f55a,aac7cb7f-9d6f-41a4-9954-f5daeab954a9,c1501176-6208-4087-9c61-6d1d04993c21,f35df9b0-acfc-49d2-942c-65be9e96fa33
First Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Labels,6.3,2,0.0,3.024,081bb88c-d345-4165-8aa2-f0fe3d20f55a,aac7cb7f-9d6f-41a4-9954-f5daeab954a9,396079af-2d9a-4a5c-a4b9-c518258c4e5a,f35df9b0-acfc-49d2-942c-65be9e96fa33
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Storage,242.94,3,0.0,9.7176,708bd2fb-3361-4b82-a453-0821ec171d7e,a7bc1e9a-6e37-4409-8297-e6da672e0d89,b1035e3a-d289-47fd-997c-678681c45782,b52097df-ebdf-4dce-8c00-a1917f223559
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Technology,Accessories,179.97,3,0.0,86.3856,708bd2fb-3361-4b82-a453-0821ec171d7e,a7bc1e9a-6e37-4409-8297-e6da672e0d89,b5a6b04c-7073-437e-b60c-f9df408ee69b,b52097df-ebdf-4dce-8c00-a1917f223559
